,,country,year,life_expectancy
24256,76,France,1893,43.6
24257,77,French Guiana,1893,30.5
24258,78,French Polynesia,1893,25.6
24259,79,Gabon,1893,30.6
24260,80,Gambia,1893,28.8
24261,81,Georgia,1893,33.47
24262,82,Germany,1893,41.79
24263,83,Ghana,1893,28.0
24264,84,Gibraltar,1893,
24265,85,Greece,1893,38.68
24266,86,Greenland,1893,32.62
24267,87,Grenada,1893,37.3
24268,88,Guadeloupe,1893,27.66
24269,89,Guam,1893,27.5
24270,90,Guatemala,1893,25.81
24271,91,Guernsey,1893,
24272,92,Guinea,1893,30.46
24273,93,Guinea-Bissau,1893,32.0
24274,94,Guyana,1893,31.12
24275,95,Haiti,1893,29.0
24276,96,Holy See,1893,
24277,97,Honduras,1893,33.9
24278,98,"Hong Kong, China",1893,34.9
24279,99,Hungary,1893,36.4
24280,100,Iceland,1893,52.58
24281,101,India,1893,24.11
24282,102,Indonesia,1893,30.0
24283,103,Iran,1893,25.6
24284,104,Iraq,1893,31.2
24285,105,Ireland,1893,47.29
24286,106,Isle of Man,1893,
24287,107,Israel,1893,32.0
24288,108,Italy,1893,39.79
24289,109,Jamaica,1893,38.6
24290,110,Japan,1893,37.93
24291,111,Jersey,1893,
24292,112,Jordan,1893,31.7
24293,113,Kazakhstan,1893,27.8
24294,114,Kenya,1893,25.5
24295,115,Kiribati,1893,24.9
24296,116,North Korea,1893,26.0
24297,117,South Korea,1893,25.8
24298,118,"United Korea (former)
",1893,
24299,119,Kosovo,1893,
24300,120,Kuwait,1893,26.0
24301,121,Kyrgyz Republic,1893,25.54
24302,122,Lao,1893,31.9
24303,123,Latvia,1893,43.96
24304,124,Lebanon,1893,29.7
24305,125,Lesotho,1893,32.8
24306,126,Liberia,1893,31.1
24307,127,Libya,1893,33.1
24308,128,Liechtenstein,1893,
24309,129,Lithuania,1893,38.71
24310,130,Luxembourg,1893,43.95
24311,131,"Macao, China",1893,34.7
24312,132,"Macedonia, FYR",1893,36.1
24313,133,Madagascar,1893,30.5
24314,134,Malawi,1893,30.3
24315,135,Malaysia,1893,30.6
24316,136,Maldives,1893,32.65
24317,137,Mali,1893,26.41
24318,138,Malta,1893,38.63
24319,139,Marshall Islands,1893,
24320,140,Martinique,1893,30.15
24321,141,Mauritania,1893,32.0
24322,142,Mauritius,1893,23.17
24323,143,Mayotte,1893,32.5
24324,144,Mexico,1893,23.29
24325,145,"Micronesia, Fed. Sts.",1893,26.7
24326,146,Moldova,1893,33.15
24327,147,Monaco,1893,
24328,148,Mongolia,1893,31.8
24329,149,Montenegro,1893,35.4
24330,150,Montserrat,1893,
24331,151,Morocco,1893,33.1
24332,152,Mozambique,1893,30.28
24333,153,Myanmar,1893,30.8
24334,154,Namibia,1893,32.4
24335,155,Nauru,1893,
24336,156,Nepal,1893,32.8
24337,157,Netherlands,1893,45.8
24338,158,Netherlands Antilles,1893,34.41
24339,159,New Caledonia,1893,26.0
24340,160,New Zealand,1893,44.31
24341,161,Ngorno-Karabakh,1893,
24342,162,Nicaragua,1893,25.4
24343,163,Niger,1893,30.8
24344,164,Nigeria,1893,30.4
24345,165,Niue,1893,
24346,166,Norfolk Island,1893,
24347,167,Northern Cyprus,1893,
24348,168,Northern Mariana Islands,1893,
24349,169,Norway,1893,51.41
24350,170,Oman,1893,32.3
24351,171,Pakistan,1893,24.37
24352,172,Palau,1893,
24353,173,Panama,1893,32.9
24354,174,Papua New Guinea,1893,31.5
24355,175,Paraguay,1893,35.5
24356,176,Peru,1893,35.7
24357,177,Philippines,1893,30.9
24358,178,Pitcairn,1893,
24359,179,Poland,1893,38.32
24360,180,Portugal,1893,35.6
24361,181,Puerto Rico,1893,30.43
24362,182,Qatar,1893,30.8
24363,183,Reunion,1893,33.0
24364,184,Romania,1893,35.7
24365,185,Russia,1893,27.6
24366,186,Rwanda,1893,31.8
24367,187,St. Barth̩lemy,1893,
24368,188,St. Helena,1893,
24369,189,St. Kitts and Nevis,1893,
24370,190,St. Lucia,1893,28.01
24371,191,St. Martin,1893,
24372,192,St. Vincent and the Grenadines,1893,25.99
24373,193,St.-Pierre-et-Miquelon,1893,
24374,194,Samoa,1893,25.4
24375,195,San Marino,1893,
24376,196,Sao Tome and Principe,1893,31.0
24377,197,Saudi Arabia,1893,32.1
24378,198,Senegal,1893,25.2
24379,199,Serbia,1893,35.5
24380,200,Serbia and Montenegro,1893,
24381,201,Serbia excluding Kosovo,1893,
24382,202,Seychelles,1893,43.04
24383,203,Sierra Leone,1893,25.1
24384,204,Singapore,1893,34.0
24385,205,Slovak Republic,1893,36.4
24386,206,Slovenia,1893,36.6
24387,207,Solomon Islands,1893,25.1
24388,208,Somalia,1893,29.4
24389,209,Somaliland,1893,
24390,210,South Africa,1893,33.5
24391,211,South Ossetia,1893,
24392,212,Spain,1893,32.44
24393,213,Sri Lanka,1893,32.6
24394,214,Sudan,1893,31.4
24395,215,Suriname,1893,32.9
24396,216,Svalbard,1893,
24397,217,Swaziland,1893,32.3
24398,218,Sweden,1893,51.36
24399,219,Switzerland,1893,46.07
24400,220,Syria,1893,31.1
24401,221,Taiwan,1893,28.3
24402,222,Tajikistan,1893,25.84
24403,223,Tanzania,1893,32.2
24404,224,Thailand,1893,30.4
24405,225,Timor-Leste,1893,28.95
24406,226,Togo,1893,31.3
24407,227,Tokelau,1893,
24408,228,Tonga,1893,8.0
24409,229,Transnistria,1893,
24410,230,Trinidad and Tobago,1893,38.8
24411,231,Tunisia,1893,28.8
24412,232,Turkey,1893,35.0
24413,233,Turkmenistan,1893,24.06
24414,234,Turks and Caicos Islands,1893,
24415,235,Tuvalu,1893,
24416,236,Uganda,1893,25.3
24417,237,Ukraine,1893,36.6
24418,238,United Arab Emirates,1893,30.7
24419,239,United Kingdom,1893,44.87
24420,240,United States,1893,46.33
24421,241,Uruguay,1893,32.9
24422,242,USSR,1893,
24423,243,Uzbekistan,1893,28.53
24424,244,Wallis et Futuna,1893,
24425,245,Vanuatu,1893,24.3
24426,246,Venezuela,1893,32.2
24427,247,West Bank and Gaza,1893,32.1
24428,248,West Germany,1893,
24429,249,Western Sahara,1893,34.75
24430,250,Vietnam,1893,32.0
24431,251,Virgin Islands (U.S.),1893,33.4
24432,252,North Yemen (former),1893,
24433,253,South Yemen (former),1893,
24434,254,Yemen,1893,23.39
24435,255,Yugoslavia,1893,
24436,256,Zambia,1893,32.6
24437,257,Zimbabwe,1893,33.7
24438,258,��land,1893,
24439,259,South Sudan,1893,26.67
24440,0,Abkhazia,1894,
24441,1,Afghanistan,1894,27.25
24442,2,Akrotiri and Dhekelia,1894,
24443,3,Albania,1894,35.4
24444,4,Algeria,1894,28.82
24445,5,American Samoa,1894,
24446,6,Andorra,1894,
24447,7,Angola,1894,26.98
24448,8,Anguilla,1894,
24449,9,Antigua and Barbuda,1894,33.54
24450,10,Argentina,1894,33.44
24451,11,Armenia,1894,35.8
24452,12,Aruba,1894,34.42
24453,13,Australia,1894,46.75
24454,14,Austria,1894,38.71
24455,15,Azerbaijan,1894,30.97
24456,16,Bahamas,1894,35.18
24457,17,Bahrain,1894,30.3
24458,18,Bangladesh,1894,22.18
24459,19,Barbados,1894,32.12
24460,20,Belarus,1894,36.2
24461,21,Belgium,1894,46.65
24462,22,Belize,1894,26.5
24463,23,Benin,1894,31.0
24464,24,Bermuda,1894,
24465,25,Bhutan,1894,28.8
24466,26,Bolivia,1894,33.0
24467,27,Bosnia and Herzegovina,1894,35.1
24468,28,Botswana,1894,33.6
24469,29,Brazil,1894,31.98
24470,30,British Virgin Islands,1894,
24471,31,Brunei,1894,29.2
24472,32,Bulgaria,1894,39.94
24473,33,Burkina Faso,1894,29.2
24474,34,Burundi,1894,31.5
24475,35,Cambodia,1894,35.0
24476,36,Cameroon,1894,28.75
24477,37,Canada,1894,46.21
24478,38,Cape Verde,1894,33.8
24479,39,Cayman Islands,1894,
24480,40,Central African Republic,1894,30.0
24481,41,Chad,1894,30.9
24482,42,Channel Islands,1894,
24483,43,Chile,1894,32.0
24484,44,China,1894,32.0
24485,45,Christmas Island,1894,
24486,46,Cocos Island,1894,
24487,47,Colombia,1894,32.0
24488,48,Comoros,1894,32.1
24489,49,"Congo, Dem. Rep.",1894,31.6
24490,50,"Congo, Rep.",1894,32.7
24491,51,Cook Is,1894,
24492,52,Costa Rica,1894,32.25
24493,53,Cote d'Ivoire,1894,31.16
24494,54,Croatia,1894,36.1
24495,55,Cuba,1894,22.9
24496,56,Cyprus,1894,38.51
24497,57,Czech Republic,1894,35.0
24498,58,Czechoslovakia,1894,
24499,59,Denmark,1894,49.42
24500,60,Djibouti,1894,29.9
24501,61,Dominica,1894,
24502,62,Dominican Republic,1894,29.9
24503,63,East Germany,1894,
24504,64,Ecuador,1894,32.9
24505,65,Egypt,1894,33.0
24506,66,El Salvador,1894,28.7
24507,67,Equatorial Guinea,1894,29.8
24508,68,Eritrea,1894,30.2
24509,69,Eritrea and Ethiopia,1894,
24510,70,Estonia,1894,42.88
24511,71,Ethiopia,1894,29.7
24512,72,Faeroe Islands,1894,
24513,73,Falkland Is (Malvinas),1894,
24514,74,Fiji,1894,26.1
24515,75,Finland,1894,45.22
24516,76,France,1894,45.53
24517,77,French Guiana,1894,30.5
24518,78,French Polynesia,1894,25.6
24519,79,Gabon,1894,30.6
24520,80,Gambia,1894,28.8
24521,81,Georgia,1894,33.67
24522,82,Germany,1894,42.09
24523,83,Ghana,1894,28.0
24524,84,Gibraltar,1894,
24525,85,Greece,1894,38.86
24526,86,Greenland,1894,33.17
24527,87,Grenada,1894,37.3
24528,88,Guadeloupe,1894,27.66
24529,89,Guam,1894,27.5
24530,90,Guatemala,1894,25.82
24531,91,Guernsey,1894,
24532,92,Guinea,1894,30.47
24533,93,Guinea-Bissau,1894,32.0
24534,94,Guyana,1894,31.12
24535,95,Haiti,1894,29.0
24536,96,Holy See,1894,
24537,97,Honduras,1894,33.9
24538,98,"Hong Kong, China",1894,34.9
24539,99,Hungary,1894,36.53
24540,100,Iceland,1894,44.79
24541,101,India,1894,24.03
24542,102,Indonesia,1894,30.0
24543,103,Iran,1894,25.6
24544,104,Iraq,1894,31.2
24545,105,Ireland,1894,47.55
24546,106,Isle of Man,1894,
24547,107,Israel,1894,32.0
24548,108,Italy,1894,39.91
24549,109,Jamaica,1894,39.0
24550,110,Japan,1894,38.01
24551,111,Jersey,1894,
24552,112,Jordan,1894,31.7
24553,113,Kazakhstan,1894,28.0
24554,114,Kenya,1894,25.5
24555,115,Kiribati,1894,24.9
24556,116,North Korea,1894,26.0
24557,117,South Korea,1894,25.8
24558,118,"United Korea (former)
",1894,
24559,119,Kosovo,1894,
24560,120,Kuwait,1894,26.0
24561,121,Kyrgyz Republic,1894,25.74
24562,122,Lao,1894,31.9
24563,123,Latvia,1894,44.29
24564,124,Lebanon,1894,29.7
24565,125,Lesotho,1894,32.8
24566,126,Liberia,1894,31.1
24567,127,Libya,1894,33.1
24568,128,Liechtenstein,1894,
24569,129,Lithuania,1894,39.14
24570,130,Luxembourg,1894,44.45
24571,131,"Macao, China",1894,34.7
24572,132,"Macedonia, FYR",1894,36.1
24573,133,Madagascar,1894,30.5
24574,134,Malawi,1894,30.3
24575,135,Malaysia,1894,30.6
24576,136,Maldives,1894,32.65
24577,137,Mali,1894,26.41
24578,138,Malta,1894,39.1
24579,139,Marshall Islands,1894,
24580,140,Martinique,1894,30.15
24581,141,Mauritania,1894,32.0
24582,142,Mauritius,1894,33.32
24583,143,Mayotte,1894,32.5
24584,144,Mexico,1894,26.62
24585,145,"Micronesia, Fed. Sts.",1894,26.7
24586,146,Moldova,1894,33.15
24587,147,Monaco,1894,
24588,148,Mongolia,1894,31.8
24589,149,Montenegro,1894,35.4
24590,150,Montserrat,1894,
24591,151,Morocco,1894,33.1
24592,152,Mozambique,1894,30.28
24593,153,Myanmar,1894,30.8
24594,154,Namibia,1894,32.4
24595,155,Nauru,1894,
24596,156,Nepal,1894,32.8
24597,157,Netherlands,1894,46.93
24598,158,Netherlands Antilles,1894,34.41
24599,159,New Caledonia,1894,26.0
24600,160,New Zealand,1894,44.76
24601,161,Ngorno-Karabakh,1894,
24602,162,Nicaragua,1894,25.4
24603,163,Niger,1894,30.8
24604,164,Nigeria,1894,30.4
24605,165,Niue,1894,
24606,166,Norfolk Island,1894,
24607,167,Northern Cyprus,1894,
24608,168,Northern Mariana Islands,1894,
24609,169,Norway,1894,50.62
24610,170,Oman,1894,32.3
24611,171,Pakistan,1894,23.98
24612,172,Palau,1894,
24613,173,Panama,1894,32.9
24614,174,Papua New Guinea,1894,31.5
24615,175,Paraguay,1894,35.5
24616,176,Peru,1894,35.7
24617,177,Philippines,1894,30.9
24618,178,Pitcairn,1894,
24619,179,Poland,1894,38.62
24620,180,Portugal,1894,35.6
24621,181,Puerto Rico,1894,30.43
24622,182,Qatar,1894,30.8
24623,183,Reunion,1894,33.0
24624,184,Romania,1894,35.7
24625,185,Russia,1894,28.1
24626,186,Rwanda,1894,31.8
24627,187,St. Barth̩lemy,1894,
24628,188,St. Helena,1894,
24629,189,St. Kitts and Nevis,1894,
24630,190,St. Lucia,1894,28.01
24631,191,St. Martin,1894,
24632,192,St. Vincent and the Grenadines,1894,25.99
24633,193,St.-Pierre-et-Miquelon,1894,
24634,194,Samoa,1894,25.4
24635,195,San Marino,1894,
24636,196,Sao Tome and Principe,1894,31.0
24637,197,Saudi Arabia,1894,32.1
24638,198,Senegal,1894,25.2
24639,199,Serbia,1894,35.5
24640,200,Serbia and Montenegro,1894,
24641,201,Serbia excluding Kosovo,1894,
24642,202,Seychelles,1894,43.3
24643,203,Sierra Leone,1894,25.1
24644,204,Singapore,1894,34.0
24645,205,Slovak Republic,1894,36.4
24646,206,Slovenia,1894,36.6
24647,207,Solomon Islands,1894,25.1
24648,208,Somalia,1894,29.4
24649,209,Somaliland,1894,
24650,210,South Africa,1894,33.5
24651,211,South Ossetia,1894,
24652,212,Spain,1894,32.78
24653,213,Sri Lanka,1894,32.6
24654,214,Sudan,1894,31.4
24655,215,Suriname,1894,32.9
24656,216,Svalbard,1894,
24657,217,Swaziland,1894,32.3
24658,218,Sweden,1894,52.1
24659,219,Switzerland,1894,45.79
24660,220,Syria,1894,31.1
24661,221,Taiwan,1894,28.3
24662,222,Tajikistan,1894,26.04
24663,223,Tanzania,1894,32.2
24664,224,Thailand,1894,30.4
24665,225,Timor-Leste,1894,28.95
24666,226,Togo,1894,31.3
24667,227,Tokelau,1894,
24668,228,Tonga,1894,28.2
24669,229,Transnistria,1894,
24670,230,Trinidad and Tobago,1894,38.8
24671,231,Tunisia,1894,28.8
24672,232,Turkey,1894,35.0
24673,233,Turkmenistan,1894,24.26
24674,234,Turks and Caicos Islands,1894,
24675,235,Tuvalu,1894,
24676,236,Uganda,1894,25.3
24677,237,Ukraine,1894,36.6
24678,238,United Arab Emirates,1894,30.7
24679,239,United Kingdom,1894,48.34
24680,240,United States,1894,46.7
24681,241,Uruguay,1894,32.9
24682,242,USSR,1894,
24683,243,Uzbekistan,1894,28.73
24684,244,Wallis et Futuna,1894,
24685,245,Vanuatu,1894,24.3
24686,246,Venezuela,1894,32.2
24687,247,West Bank and Gaza,1894,32.1
24688,248,West Germany,1894,
24689,249,Western Sahara,1894,34.75
24690,250,Vietnam,1894,32.0
24691,251,Virgin Islands (U.S.),1894,33.4
24692,252,North Yemen (former),1894,
24693,253,South Yemen (former),1894,
24694,254,Yemen,1894,23.39
24695,255,Yugoslavia,1894,
24696,256,Zambia,1894,32.6
24697,257,Zimbabwe,1894,33.7
24698,258,��land,1894,
24699,259,South Sudan,1894,26.67
24700,0,Abkhazia,1895,
24701,1,Afghanistan,1895,27.24
24702,2,Akrotiri and Dhekelia,1895,
24703,3,Albania,1895,35.4
24704,4,Algeria,1895,28.82
24705,5,American Samoa,1895,
24706,6,Andorra,1895,
24707,7,Angola,1895,26.98
24708,8,Anguilla,1895,
24709,9,Antigua and Barbuda,1895,33.54
24710,10,Argentina,1895,33.3
24711,11,Armenia,1895,36.0
24712,12,Aruba,1895,34.42
24713,13,Australia,1895,47.28
24714,14,Austria,1895,39.18
24715,15,Azerbaijan,1895,31.17
24716,16,Bahamas,1895,35.18
24717,17,Bahrain,1895,30.3
24718,18,Bangladesh,1895,22.0
24719,19,Barbados,1895,32.12
24720,20,Belarus,1895,36.2
24721,21,Belgium,1895,45.46
24722,22,Belize,1895,26.5
24723,23,Benin,1895,31.0
24724,24,Bermuda,1895,
24725,25,Bhutan,1895,28.8
24726,26,Bolivia,1895,33.0
24727,27,Bosnia and Herzegovina,1895,35.1
24728,28,Botswana,1895,33.6
24729,29,Brazil,1895,31.98
24730,30,British Virgin Islands,1895,
24731,31,Brunei,1895,29.2
24732,32,Bulgaria,1895,39.98
24733,33,Burkina Faso,1895,29.2
24734,34,Burundi,1895,31.5
24735,35,Cambodia,1895,35.0
24736,36,Cameroon,1895,28.75
24737,37,Canada,1895,46.56
24738,38,Cape Verde,1895,33.8
24739,39,Cayman Islands,1895,
24740,40,Central African Republic,1895,30.0
24741,41,Chad,1895,30.9
24742,42,Channel Islands,1895,
24743,43,Chile,1895,32.0
24744,44,China,1895,32.0
24745,45,Christmas Island,1895,
24746,46,Cocos Island,1895,
24747,47,Colombia,1895,32.0
24748,48,Comoros,1895,32.1
24749,49,"Congo, Dem. Rep.",1895,31.6
24750,50,"Congo, Rep.",1895,32.7
24751,51,Cook Is,1895,
24752,52,Costa Rica,1895,32.65
24753,53,Cote d'Ivoire,1895,31.16
24754,54,Croatia,1895,36.1
24755,55,Cuba,1895,22.1
24756,56,Cyprus,1895,38.51
24757,57,Czech Republic,1895,35.88
24758,58,Czechoslovakia,1895,
24759,59,Denmark,1895,50.93
24760,60,Djibouti,1895,29.9
24761,61,Dominica,1895,
24762,62,Dominican Republic,1895,29.9
24763,63,East Germany,1895,
24764,64,Ecuador,1895,32.9
24765,65,Egypt,1895,33.0
24766,66,El Salvador,1895,28.7
24767,67,Equatorial Guinea,1895,29.8
24768,68,Eritrea,1895,30.2
24769,69,Eritrea and Ethiopia,1895,
24770,70,Estonia,1895,43.03
24771,71,Ethiopia,1895,29.5
24772,72,Faeroe Islands,1895,
24773,73,Falkland Is (Malvinas),1895,
24774,74,Fiji,1895,26.1
24775,75,Finland,1895,47.64
24776,76,France,1895,45.2
24777,77,French Guiana,1895,30.5
24778,78,French Polynesia,1895,25.6
24779,79,Gabon,1895,30.6
24780,80,Gambia,1895,28.8
24781,81,Georgia,1895,33.87
24782,82,Germany,1895,42.38
24783,83,Ghana,1895,28.0
24784,84,Gibraltar,1895,
24785,85,Greece,1895,39.04
24786,86,Greenland,1895,33.73
24787,87,Grenada,1895,37.3
24788,88,Guadeloupe,1895,27.66
24789,89,Guam,1895,27.5
24790,90,Guatemala,1895,25.82
24791,91,Guernsey,1895,
24792,92,Guinea,1895,30.48
24793,93,Guinea-Bissau,1895,32.0
24794,94,Guyana,1895,31.12
24795,95,Haiti,1895,29.0
24796,96,Holy See,1895,
24797,97,Honduras,1895,33.9
24798,98,"Hong Kong, China",1895,34.9
24799,99,Hungary,1895,36.67
24800,100,Iceland,1895,52.52
24801,101,India,1895,23.95
24802,102,Indonesia,1895,30.0
24803,103,Iran,1895,25.6
24804,104,Iraq,1895,31.2
24805,105,Ireland,1895,47.81
24806,106,Isle of Man,1895,
24807,107,Israel,1895,32.0
24808,108,Italy,1895,39.61
24809,109,Jamaica,1895,37.4
24810,110,Japan,1895,38.1
24811,111,Jersey,1895,
24812,112,Jordan,1895,31.7
24813,113,Kazakhstan,1895,28.2
24814,114,Kenya,1895,25.5
24815,115,Kiribati,1895,24.9
24816,116,North Korea,1895,26.0
24817,117,South Korea,1895,25.8
24818,118,"United Korea (former)
",1895,
24819,119,Kosovo,1895,
24820,120,Kuwait,1895,26.0
24821,121,Kyrgyz Republic,1895,25.94
24822,122,Lao,1895,31.9
24823,123,Latvia,1895,44.62
24824,124,Lebanon,1895,29.7
24825,125,Lesotho,1895,32.8
24826,126,Liberia,1895,31.1
24827,127,Libya,1895,33.1
24828,128,Liechtenstein,1895,
24829,129,Lithuania,1895,39.57
24830,130,Luxembourg,1895,44.96
24831,131,"Macao, China",1895,34.7
24832,132,"Macedonia, FYR",1895,36.1
24833,133,Madagascar,1895,30.5
24834,134,Malawi,1895,30.3
24835,135,Malaysia,1895,30.6
24836,136,Maldives,1895,32.65
24837,137,Mali,1895,26.41
24838,138,Malta,1895,39.57
24839,139,Marshall Islands,1895,
24840,140,Martinique,1895,30.15
24841,141,Mauritania,1895,32.0
24842,142,Mauritius,1895,25.97
24843,143,Mayotte,1895,32.5
24844,144,Mexico,1895,29.52
24845,145,"Micronesia, Fed. Sts.",1895,26.7
24846,146,Moldova,1895,33.15
24847,147,Monaco,1895,
24848,148,Mongolia,1895,31.8
24849,149,Montenegro,1895,35.4
24850,150,Montserrat,1895,
24851,151,Morocco,1895,33.1
24852,152,Mozambique,1895,30.28
24853,153,Myanmar,1895,30.8
24854,154,Namibia,1895,32.4
24855,155,Nauru,1895,
24856,156,Nepal,1895,32.8
24857,157,Netherlands,1895,46.64
24858,158,Netherlands Antilles,1895,34.41
24859,159,New Caledonia,1895,26.0
24860,160,New Zealand,1895,45.21
24861,161,Ngorno-Karabakh,1895,
24862,162,Nicaragua,1895,25.4
24863,163,Niger,1895,30.8
24864,164,Nigeria,1895,30.4
24865,165,Niue,1895,
24866,166,Norfolk Island,1895,
24867,167,Northern Cyprus,1895,
24868,168,Northern Mariana Islands,1895,
24869,169,Norway,1895,52.8
24870,170,Oman,1895,32.3
24871,171,Pakistan,1895,23.59
24872,172,Palau,1895,
24873,173,Panama,1895,32.9
24874,174,Papua New Guinea,1895,31.5
24875,175,Paraguay,1895,35.5
24876,176,Peru,1895,35.7
24877,177,Philippines,1895,30.9
24878,178,Pitcairn,1895,
24879,179,Poland,1895,38.92
24880,180,Portugal,1895,35.6
24881,181,Puerto Rico,1895,30.79
24882,182,Qatar,1895,30.8
24883,183,Reunion,1895,33.0
24884,184,Romania,1895,35.7
24885,185,Russia,1895,26.95
24886,186,Rwanda,1895,31.8
24887,187,St. Barth̩lemy,1895,
24888,188,St. Helena,1895,
24889,189,St. Kitts and Nevis,1895,
24890,190,St. Lucia,1895,28.01
24891,191,St. Martin,1895,
24892,192,St. Vincent and the Grenadines,1895,25.99
24893,193,St.-Pierre-et-Miquelon,1895,
24894,194,Samoa,1895,25.4
24895,195,San Marino,1895,
24896,196,Sao Tome and Principe,1895,31.0
24897,197,Saudi Arabia,1895,32.1
24898,198,Senegal,1895,25.2
24899,199,Serbia,1895,35.5
24900,200,Serbia and Montenegro,1895,
24901,201,Serbia excluding Kosovo,1895,
24902,202,Seychelles,1895,43.56
24903,203,Sierra Leone,1895,25.1
24904,204,Singapore,1895,34.0
24905,205,Slovak Republic,1895,36.4
24906,206,Slovenia,1895,36.6
24907,207,Solomon Islands,1895,25.1
24908,208,Somalia,1895,29.4
24909,209,Somaliland,1895,
24910,210,South Africa,1895,33.5
24911,211,South Ossetia,1895,
24912,212,Spain,1895,33.11
24913,213,Sri Lanka,1895,32.6
24914,214,Sudan,1895,31.4
24915,215,Suriname,1895,32.9
24916,216,Svalbard,1895,
24917,217,Swaziland,1895,32.3
24918,218,Sweden,1895,54.16
24919,219,Switzerland,1895,46.84
24920,220,Syria,1895,31.1
24921,221,Taiwan,1895,28.3
24922,222,Tajikistan,1895,26.24
24923,223,Tanzania,1895,32.2
24924,224,Thailand,1895,30.4
24925,225,Timor-Leste,1895,28.95
24926,226,Togo,1895,31.3
24927,227,Tokelau,1895,
24928,228,Tonga,1895,28.2
24929,229,Transnistria,1895,
24930,230,Trinidad and Tobago,1895,38.8
24931,231,Tunisia,1895,28.8
24932,232,Turkey,1895,35.0
24933,233,Turkmenistan,1895,24.46
24934,234,Turks and Caicos Islands,1895,
24935,235,Tuvalu,1895,
24936,236,Uganda,1895,25.3
24937,237,Ukraine,1895,36.6
24938,238,United Arab Emirates,1895,30.7
24939,239,United Kingdom,1895,45.73
24940,240,United States,1895,47.07
24941,241,Uruguay,1895,32.9
24942,242,USSR,1895,
24943,243,Uzbekistan,1895,28.93
24944,244,Wallis et Futuna,1895,
24945,245,Vanuatu,1895,24.3
24946,246,Venezuela,1895,32.2
24947,247,West Bank and Gaza,1895,32.1
24948,248,West Germany,1895,
24949,249,Western Sahara,1895,34.75
24950,250,Vietnam,1895,32.0
24951,251,Virgin Islands (U.S.),1895,33.4
24952,252,North Yemen (former),1895,
24953,253,South Yemen (former),1895,
24954,254,Yemen,1895,23.39
24955,255,Yugoslavia,1895,
24956,256,Zambia,1895,32.6
24957,257,Zimbabwe,1895,33.7
24958,258,��land,1895,
24959,259,South Sudan,1895,26.67
24960,0,Abkhazia,1896,
24961,1,Afghanistan,1896,27.23
24962,2,Akrotiri and Dhekelia,1896,
24963,3,Albania,1896,35.4
24964,4,Algeria,1896,28.82
24965,5,American Samoa,1896,
24966,6,Andorra,1896,
24967,7,Angola,1896,26.98
24968,8,Anguilla,1896,
24969,9,Antigua and Barbuda,1896,33.54
24970,10,Argentina,1896,34.0
24971,11,Armenia,1896,36.2
24972,12,Aruba,1896,34.42
24973,13,Australia,1896,47.81
24974,14,Austria,1896,39.65
24975,15,Azerbaijan,1896,31.37
24976,16,Bahamas,1896,35.18
24977,17,Bahrain,1896,30.3
24978,18,Bangladesh,1896,20.0
24979,19,Barbados,1896,32.12
24980,20,Belarus,1896,36.2
24981,21,Belgium,1896,48.06
24982,22,Belize,1896,26.5
24983,23,Benin,1896,31.0
24984,24,Bermuda,1896,
